batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average
Rahmat Shah,9,51.76111111111111,45.825421805762,254,28.22222222222222
Rashid Khan,9,86.00555555555555,45.01322751322751,105,11.666666666666666
Rassie van der Dussen,6,88.08333333333333,34.169528455026516,311,51.833333333333336
Ravindra Jadeja,1,130.5,51.94805194805194,77,77.0
Rishabh Pant,4,96.1375,65.625,116,29.0
Rohit Sharma,9,79.94111111111111,41.451426647920634,648,72.0
Ross Taylor,9,66.14888888888888,25.171618747970815,350,38.888888888888886
Rubel Hossain,1,81.81,44.44444444444444,9,9.0
Sabbir Rahman,2,50.0,55.55555555555556,36,18.0
Samiullah Shinwari,3,74.03333333333333,19.262441818832798,74,24.666666666666668
Sarfaraz Ahmed (c)†,8,95.4325,24.823232323232325,143,17.875
Sayed Shirzad,1,147.05,80.0,25,25.0
Shadab Khan,6,101.25833333333333,27.272727272727273,43,7.166666666666667
Shaheen Shah Afridi,2,8.33,0.0,1,0.5
Shai Hope †,8,57.24,42.94670709192768,274,34.25
Shakib Al Hasan,8,94.565,38.92360411605845,606,75.75
Shannon Gabriel,2,21.425,0.0,3,1.5
Shaun Marsh,2,60.894999999999996,17.391304347826086,26,13.0
Sheldon Cottrell,5,60.538,38.333333333333336,33,6.6
Shikhar Dhawan,2,86.995,52.35042735042735,125,62.5
Shimron Hetmyer,8,102.5275,43.485719899513,257,32.125
Shoaib Malik,3,33.333333333333336,0.0,8,2.6666666666666665
Soumya Sarkar,8,91.615,50.48649052097328,166,20.75
Steven Smith,10,84.908,32.284461869969974,379,37.9
Sunil Ambris,2,80.41499999999999,52.903225806451616,36,18.0
Suranga Lakmal,3,80.21333333333332,36.82539682539683,27,9.0
Tamim Iqbal,8,66.8925,38.59402599852515,235,29.375
Thisara Perera,6,97.45166666666667,21.693121693121693,61,10.166666666666666
Tim Southee,1,43.75,0.0,7,7.0
Tom Latham †,9,54.65222222222222,11.955523013753696,155,17.22222222222222
Trent Boult,4,58.9275,25.0,10,2.5
Usman Khawaja,9,90.36777777777777,44.331312357692426,316,35.111111111111114
Vijay Shankar,3,81.47000000000001,46.65571975916803,58,19.333333333333332
Virat Kohli (c),9,83.86,32.322177443057974,443,49.22222222222222
Wahab Riaz,6,132.61166666666665,52.22222222222222,88,14.666666666666666
Yuzvendra Chahal,1,100.0,80.0,5,5.0
