batsmanName,runs,balls,minutes,4s,6s,SR,match_id
Daryl Mitchell,13,11,21,1,0,118.18,scorecard
Kane Williamson (c),0,4,4,0,0,0.00,scorecard
Devon Conway †,1,3,11,0,0,33.33,scorecard
Glenn Phillips,33,37,55,0,1,89.18,scorecard
James Neesham,10,6,11,1,0,166.66,scorecard
Mitchell Santner,2,3,9,0,0,66.66,scorecard
George Munsey,22,18,39,1,2,122.22,scorecard
Kyle Coetzer (c),17,11,16,4,0,154.54,scorecard
Matthew Cross †,27,29,39,5,0,93.10,scorecard
Richie Berrington,20,17,37,1,1,117.64,scorecard
Calum MacLeod,12,15,16,0,0,80.00,scorecard
Michael Leask,42,20,26,3,3,210.00,scorecard
Chris Greaves,8,10,19,0,0,80.00,scorecard
Mohammad Rizwan †,79,50,105,8,4,158.00,scorecard
Babar Azam (c),70,49,72,7,0,142.85,scorecard
Fakhar Zaman,5,5,8,0,0,100.00,scorecard
Mohammad Hafeez,32,16,25,5,0,200.00,scorecard
Stephan Baard,29,29,42,1,1,100.00,scorecard
Michael van Lingen,4,2,8,1,0,200.00,scorecard
Craig Williams,40,37,63,5,1,108.10,scorecard
Gerhard Erasmus (c),15,10,21,1,1,150.00,scorecard
David Wiese,43,31,41,3,2,138.70,scorecard
JJ Smit,2,5,14,0,0,40.00,scorecard
Jan Nicol Loftie-Eaton,7,7,20,0,0,100.00,scorecard
Mohammad Naim,9,11,16,1,0,81.81,scorecard
Litton Das †,24,36,63,1,0,66.66,scorecard
Soumya Sarkar,0,1,4,0,0,0.00,scorecard
Mushfiqur Rahim,0,3,9,0,0,0.00,scorecard
Mahmudullah (c),3,9,16,0,0,33.33,scorecard
Afif Hossain,0,1,2,0,0,0.00,scorecard
Shamim Hossain,11,20,36,0,0,55.00,scorecard
Mahedi Hasan,27,25,34,2,1,108.00,scorecard
Taskin Ahmed,3,5,11,0,0,60.00,scorecard
Nasum Ahmed,0,1,10,0,0,0.00,scorecard
Shoriful Islam,0,0,3,0,0,-,scorecard
Quinton de Kock †,16,15,25,3,0,106.66,scorecard
Reeza Hendricks,4,5,6,1,0,80.00,scorecard
Rassie van der Dussen,22,27,60,2,0,81.48,scorecard
Aiden Markram,0,4,7,0,0,0.00,scorecard
Temba Bavuma (c),31,28,39,3,1,110.71,scorecard
David Miller,5,2,3,1,0,250.00,scorecard
Jason Roy,9,6,9,1,0,150.00,scorecard
Jos Buttler †,101,67,104,6,6,150.74,scorecard
Dawid Malan,6,8,18,1,0,75.00,scorecard
Jonny Bairstow,0,1,4,0,0,0.00,scorecard
Eoin Morgan (c),40,36,67,1,3,111.11,scorecard
Moeen Ali,1,2,8,0,0,50.00,scorecard
Pathum Nissanka,1,1,3,0,0,100.00,scorecard
Kusal Perera †,7,9,24,0,0,77.77,scorecard
Charith Asalanka,21,16,13,3,1,131.25,scorecard
Avishka Fernando,13,14,25,1,0,92.85,scorecard
Bhanuka Rajapaksa,26,18,32,2,2,144.44,scorecard
Dasun Shanaka (c),26,25,55,2,1,104.00,scorecard
Wanindu Hasaranga,34,21,35,3,1,161.90,scorecard
Chamika Karunaratne,0,2,13,0,0,0.00,scorecard
Dushmantha Chameera,4,4,7,1,0,100.00,scorecard
Maheesh Theekshana,2,2,7,0,0,100.00,scorecard
Lahiru Kumara,1,2,3,0,0,50.00,scorecard
KL Rahul,18,16,29,3,0,112.50,scorecard
Ishan Kishan,4,8,14,1,0,50.00,scorecard
Rohit Sharma,14,14,23,1,1,100.00,scorecard
Virat Kohli (c),9,17,20,0,0,52.94,scorecard
Rishabh Pant †,12,19,33,0,0,63.15,scorecard
Hardik Pandya,23,24,39,1,0,95.83,scorecard
Ravindra Jadeja,26,19,27,2,1,136.84,scorecard
Shardul Thakur,0,3,3,0,0,0.00,scorecard
Mohammed Shami,0,0,6,0,0,-,scorecard
Martin Guptill,20,17,15,3,0,117.64,scorecard
Daryl Mitchell,49,35,57,4,3,140.00,scorecard
Kane Williamson (c),33,31,53,3,0,106.45,scorecard
Devon Conway †,2,4,10,0,0,50.00,scorecard
Hazratullah Zazai,33,27,31,4,2,122.22,scorecard
Mohammad Shahzad †,45,33,59,3,2,136.36,scorecard
Rahmanullah Gurbaz,4,8,15,0,0,50.00,scorecard
Asghar Afghan,31,23,46,3,1,134.78,scorecard
Najibullah Zadran,7,11,17,1,0,63.63,scorecard
Mohammad Nabi (c),32,17,24,5,1,188.23,scorecard
Gulbadin Naib,1,1,5,0,0,100.00,scorecard
Craig Williams,1,3,4,0,0,33.33,scorecard
Michael van Lingen,11,8,14,0,1,137.50,scorecard
Jan Nicol Loftie-Eaton,14,16,25,0,1,87.50,scorecard
Gerhard Erasmus (c),12,14,41,1,0,85.71,scorecard
Zane Green †,1,7,12,0,0,14.28,scorecard
David Wiese,26,30,46,2,0,86.66,scorecard
JJ Smit,0,3,3,0,0,0.00,scorecard
Jan Frylinck,6,14,17,0,0,42.85,scorecard
Pikky Ya France,3,5,9,0,0,60.00,scorecard
Ruben Trumpelmann,12,9,18,2,0,133.33,scorecard
Bernard Scholtz,6,11,13,0,0,54.54,scorecard
David Warner,1,2,7,0,0,50.00,scorecard
Aaron Finch (c),44,49,89,4,0,89.79,scorecard
Steven Smith,1,5,5,0,0,20.00,scorecard
Glenn Maxwell,6,9,9,0,0,66.66,scorecard
Marcus Stoinis,0,4,14,0,0,0.00,scorecard
Matthew Wade †,18,18,24,2,0,100.00,scorecard
Ashton Agar,20,20,28,0,2,100.00,scorecard
Pat Cummins,12,3,6,0,2,400.00,scorecard
Mitchell Starc,13,6,13,1,1,216.66,scorecard
Adam Zampa,1,4,8,0,0,25.00,scorecard
Josh Hazlewood,0,0,3,0,0,-,scorecard
Jason Roy,22,20,36,1,1,110.00,scorecard
Jos Buttler †,71,32,62,5,5,221.87,scorecard
Dawid Malan,8,8,14,1,0,100.00,scorecard
Jonny Bairstow,16,11,13,0,2,145.45,scorecard
Pathum Nissanka,72,58,92,6,3,124.13,scorecard
Kusal Perera †,7,10,18,1,0,70.00,scorecard
Charith Asalanka,21,14,24,2,1,150.00,scorecard
Bhanuka Rajapaksa,0,3,4,0,0,0.00,scorecard
Avishka Fernando,3,5,12,0,0,60.00,scorecard
Wanindu Hasaranga,4,5,9,0,0,80.00,scorecard
Dasun Shanaka (c),11,12,15,2,0,91.66,scorecard
Chamika Karunaratne,5,5,9,0,0,100.00,scorecard
Dushmantha Chameera,3,4,10,0,0,75.00,scorecard
Maheesh Theekshana,7,3,10,1,0,233.33,scorecard
Lahiru Kumara,0,1,4,0,0,0.00,scorecard
Quinton de Kock †,12,10,21,2,0,120.00,scorecard
Reeza Hendricks,11,12,18,1,0,91.66,scorecard
Rassie van der Dussen,16,11,26,0,0,145.45,scorecard
Temba Bavuma (c),46,46,69,1,1,100.00,scorecard
Aiden Markram,19,20,34,2,0,95.00,scorecard
David Miller,23,13,30,0,2,176.92,scorecard
Dwaine Pretorius,0,1,2,0,0,0.00,scorecard
Kagiso Rabada,13,7,15,1,1,185.71,scorecard
Hazratullah Zazai,0,5,10,0,0,0.00,scorecard
Mohammad Shahzad †,8,9,17,1,0,88.88,scorecard
Rahmanullah Gurbaz,10,7,23,0,1,142.85,scorecard
Asghar Afghan,10,7,11,1,1,142.85,scorecard
Karim Janat,15,17,20,1,1,88.23,scorecard
Najibullah Zadran,22,21,30,3,1,104.76,scorecard
Mohammad Nabi (c),35,32,54,5,0,109.37,scorecard
Gulbadin Naib,35,25,42,4,1,140.00,scorecard
Mohammad Rizwan †,8,10,10,1,0,80.00,scorecard
Babar Azam (c),51,47,85,4,0,108.51,scorecard
Fakhar Zaman,30,25,47,2,1,120.00,scorecard
Mohammad Hafeez,10,10,14,1,0,100.00,scorecard
Shoaib Malik,19,15,21,1,1,126.66,scorecard
Asif Ali,25,7,14,0,4,357.14,scorecard
Shadab Khan,0,1,7,0,0,0.00,scorecard
Chris Gayle,4,10,24,0,0,40.00,scorecard
Evin Lewis,6,9,18,1,0,66.66,scorecard
Roston Chase,39,46,84,2,0,84.78,scorecard
Shimron Hetmyer,9,7,13,1,0,128.57,scorecard
Kieron Pollard (c),14,18,36,0,1,77.77,scorecard
Andre Russell,0,0,2,0,0,-,scorecard
Nicholas Pooran †,40,22,28,1,4,181.81,scorecard
Dwayne Bravo,1,3,7,0,0,33.33,scorecard
Jason Holder,15,5,10,0,2,300.00,scorecard
Mohammad Naim,17,19,27,2,0,89.47,scorecard
Shakib Al Hasan,9,12,21,1,0,75.00,scorecard
Litton Das †,44,43,81,4,0,102.32,scorecard
Soumya Sarkar,17,13,25,2,0,130.76,scorecard
Mushfiqur Rahim,8,7,18,1,0,114.28,scorecard
Mahmudullah (c),31,24,38,2,1,129.16,scorecard
Afif Hossain,2,2,7,0,0,100.00,scorecard
Pathum Nissanka,7,9,13,1,0,77.77,scorecard
Kusal Perera †,35,25,52,4,1,140.00,scorecard
Charith Asalanka,35,27,32,4,1,129.62,scorecard
Avishka Fernando,4,7,13,0,0,57.14,scorecard
Bhanuka Rajapaksa,33,26,50,4,1,126.92,scorecard
Wanindu Hasaranga,4,2,4,1,0,200.00,scorecard
Dasun Shanaka (c),12,19,26,1,0,63.15,scorecard
Chamika Karunaratne,9,6,13,1,0,150.00,scorecard
David Warner,65,42,69,10,0,154.76,scorecard
Aaron Finch (c),37,23,33,5,2,160.86,scorecard
Glenn Maxwell,5,6,7,1,0,83.33,scorecard
Steven Smith,28,26,39,1,0,107.69,scorecard
Marcus Stoinis,16,7,10,2,1,228.57,scorecard
George Munsey,0,1,2,0,0,0.00,scorecard
Matthew Cross †,19,33,55,1,0,57.57,scorecard
Calum MacLeod,0,2,4,0,0,0.00,scorecard
Richie Berrington (c),0,1,3,0,0,0.00,scorecard
Craig Wallace,4,13,22,0,0,30.76,scorecard
Michael Leask,44,27,50,4,2,162.96,scorecard
Chris Greaves,25,32,41,2,0,78.12,scorecard
Mark Watt,3,6,9,0,0,50.00,scorecard
Josh Davey,5,5,9,0,0,100.00,scorecard
Craig Williams,23,29,59,0,1,79.31,scorecard
Michael van Lingen,18,24,25,2,0,75.00,scorecard
Zane Green †,9,13,20,1,0,69.23,scorecard
Gerhard Erasmus (c),4,6,8,0,0,66.66,scorecard
David Wiese,16,14,30,0,1,114.28,scorecard
JJ Smit,32,23,33,2,2,139.13,scorecard
Jan Frylinck,2,4,7,0,0,50.00,scorecard
Pikky Ya France,0,2,3,0,0,0.00,scorecard
Litton Das,9,8,13,2,0,112.50,scorecard
Mohammad Naim,5,7,15,0,0,71.42,scorecard
Shakib Al Hasan,4,7,16,0,0,57.14,scorecard
Mushfiqur Rahim,29,30,41,3,0,96.66,scorecard
Mahmudullah (c),19,24,50,1,0,79.16,scorecard
Afif Hossain,5,6,11,1,0,83.33,scorecard
Nurul Hasan †,16,18,38,0,0,88.88,scorecard
Mahedi Hasan,11,10,13,2,0,110.00,scorecard
Nasum Ahmed,19,9,19,1,2,211.11,scorecard
Mustafizur Rahman,0,1,2,0,0,0.00,scorecard
Jason Roy,61,38,60,5,3,160.52,scorecard
Jos Buttler †,18,18,21,1,1,100.00,scorecard
Dawid Malan,28,25,46,3,0,112.00,scorecard
Jonny Bairstow,8,4,9,1,0,200.00,scorecard
Martin Guptill,17,20,25,3,0,85.00,scorecard
Daryl Mitchell,27,20,38,1,2,135.00,scorecard
Kane Williamson (c),25,26,38,2,1,96.15,scorecard
James Neesham,1,2,5,0,0,50.00,scorecard
Devon Conway,27,24,40,3,0,112.50,scorecard
Glenn Phillips,13,15,25,1,0,86.66,scorecard
Tim Seifert †,8,8,12,1,0,100.00,scorecard
Mitchell Santner,6,5,12,1,0,120.00,scorecard
Ish Sodhi,2,2,3,0,0,100.00,scorecard
Mohammad Rizwan †,33,34,57,5,0,97.05,scorecard
Babar Azam (c),9,11,23,1,0,81.81,scorecard
Fakhar Zaman,11,17,18,0,1,64.70,scorecard
Mohammad Hafeez,11,6,12,0,1,183.33,scorecard
Shoaib Malik,26,20,43,2,1,130.00,scorecard
Imad Wasim,11,12,17,1,0,91.66,scorecard
Asif Ali,27,12,23,1,3,225.00,scorecard
Lendl Simmons,16,35,61,0,0,45.71,scorecard
Evin Lewis,56,35,47,3,6,160.00,scorecard
Nicholas Pooran †,12,7,8,2,0,171.42,scorecard
Chris Gayle,12,12,27,0,1,100.00,scorecard
Kieron Pollard (c),26,20,40,2,1,130.00,scorecard
Andre Russell,5,4,8,1,0,125.00,scorecard
Shimron Hetmyer,1,2,6,0,0,50.00,scorecard
Dwayne Bravo,8,5,12,1,0,160.00,scorecard
Hayden Walsh,0,1,2,0,0,0.00,scorecard
Akeal Hosein,0,0,2,0,0,-,scorecard
Temba Bavuma (c),2,3,6,0,0,66.66,scorecard
Reeza Hendricks,39,30,46,4,1,130.00,scorecard
Rassie van der Dussen,43,51,91,3,0,84.31,scorecard
Aiden Markram,51,26,48,2,4,196.15,scorecard
Hazratullah Zazai,44,30,48,3,3,146.66,scorecard
Mohammad Shahzad †,22,15,30,2,1,146.66,scorecard
Rahmanullah Gurbaz,46,37,64,1,4,124.32,scorecard
Najibullah Zadran,59,34,53,5,3,173.52,scorecard
Mohammad Nabi (c),11,4,10,2,0,275.00,scorecard
George Munsey,25,18,33,2,2,138.88,scorecard
Kyle Coetzer (c),10,7,16,2,0,142.85,scorecard
Calum MacLeod,0,1,3,0,0,0.00,scorecard
Richie Berrington,0,3,5,0,0,0.00,scorecard
Matthew Cross †,0,1,4,0,0,0.00,scorecard
Michael Leask,0,5,12,0,0,0.00,scorecard
Chris Greaves,12,12,16,1,0,100.00,scorecard
Mark Watt,1,3,5,0,0,33.33,scorecard
Josh Davey,4,7,17,0,0,57.14,scorecard
Safyaan Sharif,3,4,13,0,0,75.00,scorecard
Brad Wheal,0,1,2,0,0,0.00,scorecard
KL Rahul,3,8,15,0,0,37.50,scorecard
Rohit Sharma,0,1,6,0,0,0.00,scorecard
Virat Kohli (c),57,49,94,5,1,116.32,scorecard
Suryakumar Yadav,11,8,18,1,1,137.50,scorecard
Rishabh Pant †,39,30,36,2,2,130.00,scorecard
Ravindra Jadeja,13,13,28,1,0,100.00,scorecard
Hardik Pandya,11,8,10,2,0,137.50,scorecard
Bhuvneshwar Kumar,5,4,3,0,0,125.00,scorecard
Mohammed Shami,0,0,-,0,0,-,scorecard
Mohammad Rizwan †,79,55,87,6,3,143.63,scorecard
Babar Azam (c),68,52,87,6,2,130.76,scorecard
Mohammad Naim,62,52,84,6,0,119.23,scorecard
Litton Das,16,16,33,2,0,100.00,scorecard
Shakib Al Hasan,10,7,10,2,0,142.85,scorecard
Mushfiqur Rahim,57,37,64,5,2,154.05,scorecard
Afif Hossain,7,6,14,1,0,116.66,scorecard
Mahmudullah (c),10,5,9,2,0,200.00,scorecard
Kusal Perera †,1,3,5,0,0,33.33,scorecard
Pathum Nissanka,24,21,37,1,1,114.28,scorecard
Charith Asalanka,80,49,92,5,5,163.26,scorecard
Avishka Fernando,0,3,2,0,0,0.00,scorecard
Wanindu Hasaranga,6,5,7,1,0,120.00,scorecard
Bhanuka Rajapaksa,53,31,45,3,3,170.96,scorecard
Dasun Shanaka (c),1,1,2,0,0,100.00,scorecard
Lendl Simmons,3,7,13,0,0,42.85,scorecard
Evin Lewis,6,5,8,0,1,120.00,scorecard
Chris Gayle,13,13,22,3,0,100.00,scorecard
Shimron Hetmyer,9,9,10,2,0,100.00,scorecard
Dwayne Bravo,5,5,13,1,0,100.00,scorecard
Nicholas Pooran †,1,9,18,0,0,11.11,scorecard
Kieron Pollard (c),6,14,29,0,0,42.85,scorecard
Andre Russell,0,2,10,0,0,0.00,scorecard
Akeal Hosein,6,13,21,0,0,46.15,scorecard
Obed McCoy,0,1,2,0,0,0.00,scorecard
Ravi Rampaul,3,8,10,0,0,37.50,scorecard
Jason Roy,11,10,17,0,1,110.00,scorecard
Jos Buttler †,24,22,50,3,0,109.09,scorecard
Jonny Bairstow,9,6,7,2,0,150.00,scorecard
Moeen Ali,3,4,7,0,0,75.00,scorecard
Liam Livingstone,1,2,9,0,0,50.00,scorecard
Eoin Morgan (c),7,7,10,1,0,100.00,scorecard
Temba Bavuma (c),12,7,9,2,0,171.42,scorecard
Quinton de Kock †,7,12,21,1,0,58.33,scorecard
Rassie van der Dussen,2,3,5,0,0,66.66,scorecard
Aiden Markram,40,36,74,3,1,111.11,scorecard
Heinrich Klaasen,13,13,19,2,0,100.00,scorecard
David Miller,16,18,27,0,0,88.88,scorecard
Dwaine Pretorius,1,2,4,0,0,50.00,scorecard
Keshav Maharaj,0,2,5,0,0,0.00,scorecard
Kagiso Rabada,19,23,30,1,1,82.60,scorecard
Anrich Nortje,2,3,14,0,0,66.66,scorecard
Tabraiz Shamsi,0,1,3,0,0,0.00,scorecard
David Warner,14,15,9,3,0,93.33,scorecard
Aaron Finch (c),0,5,22,0,0,0.00,scorecard
Mitchell Marsh,11,17,26,1,0,64.70,scorecard
Steven Smith,35,34,46,3,0,102.94,scorecard
Glenn Maxwell,18,21,35,1,0,85.71,scorecard
Marcus Stoinis,24,16,30,3,0,150.00,scorecard
Matthew Wade †,15,10,27,2,0,150.00,scorecard
Stephan Myburgh,5,5,18,1,0,100.00,scorecard
Max O'Dowd,2,3,4,0,0,66.66,scorecard
Ben Cooper,9,8,11,2,0,112.50,scorecard
Colin Ackermann,11,9,11,1,1,122.22,scorecard
Bas de Leede,0,3,12,0,0,0.00,scorecard
Scott Edwards †,8,13,25,1,0,61.53,scorecard
Roelof van der Merwe,0,3,5,0,0,0.00,scorecard
Pieter Seelaar (c),2,5,5,0,0,40.00,scorecard
Fred Klaassen,1,6,19,0,0,16.66,scorecard
Brandon Glover,0,2,2,0,0,0.00,scorecard
Paul van Meekeren,0,3,5,0,0,0.00,scorecard
