batsmanName,runs,balls,minutes,4s,6s,SR,inning_batted,Average_SR,boundaries,boundary_runs,boundary_percentage,Average_Boundary_Percentage,total_runs,batting_average
Chad Soper,11,12,15,0,1,91.66,2,118.55499999999999,1,6,54.54545454545454,58.522727272727266,27,13.5
Chad Soper,16,11,18,1,1,145.45,2,118.55499999999999,2,10,62.5,58.522727272727266,27,13.5
Chamika Karunaratne,2,3,5,0,0,66.66,5,83.332,0,0,0.0,11.11111111111111,19,3.8
Chamika Karunaratne,5,5,9,0,0,100.0,5,83.332,0,0,0.0,11.11111111111111,19,3.8
Chamika Karunaratne,3,3,6,0,0,100.0,5,83.332,0,0,0.0,11.11111111111111,19,3.8
Chamika Karunaratne,9,6,13,1,0,150.0,5,83.332,1,4,44.44444444444444,11.11111111111111,19,3.8
Chamika Karunaratne,0,2,13,0,0,0.0,5,83.332,0,0,,11.11111111111111,19,3.8
Charith Asalanka,68,41,75,8,1,165.85,6,133.33,9,38,55.88235294117647,66.71451914098972,231,38.5
Charith Asalanka,35,27,32,4,1,129.62,6,133.33,5,22,62.857142857142854,66.71451914098972,231,38.5
Charith Asalanka,21,16,13,3,1,131.25,6,133.33,4,18,85.71428571428571,66.71451914098972,231,38.5
Charith Asalanka,6,10,22,1,0,60.0,6,133.33,1,4,66.66666666666666,66.71451914098972,231,38.5
Charith Asalanka,21,14,24,2,1,150.0,6,133.33,3,14,66.66666666666666,66.71451914098972,231,38.5
Charith Asalanka,80,49,92,5,5,163.26,6,133.33,10,50,62.5,66.71451914098972,231,38.5
Charles Amini,1,3,12,0,0,33.33,3,75.21,0,0,0.0,19.81981981981982,39,13.0
Charles Amini,37,26,47,4,1,142.3,3,75.21,5,22,59.45945945945946,19.81981981981982,39,13.0
Charles Amini,1,2,10,0,0,50.0,3,75.21,0,0,0.0,19.81981981981982,39,13.0
Chris Gayle,15,9,14,0,2,166.66,5,85.332,2,12,80.0,44.46153846153847,45,9.0
Chris Gayle,4,10,24,0,0,40.0,5,85.332,0,0,0.0,44.46153846153847,45,9.0
Chris Gayle,13,13,22,3,0,100.0,5,85.332,3,12,92.3076923076923,44.46153846153847,45,9.0
Chris Gayle,12,12,27,0,1,100.0,5,85.332,1,6,50.0,44.46153846153847,45,9.0
Chris Gayle,1,5,7,0,0,20.0,5,85.332,0,0,0.0,44.46153846153847,45,9.0
Chris Greaves,45,28,45,4,2,160.71,7,76.15714285714286,6,28,62.22222222222222,18.22222222222222,97,13.857142857142858
Chris Greaves,1,7,11,0,0,14.28,7,76.15714285714286,0,0,0.0,18.22222222222222,97,13.857142857142858
Chris Greaves,8,10,19,0,0,80.0,7,76.15714285714286,0,0,0.0,18.22222222222222,97,13.857142857142858
Chris Greaves,12,12,16,1,0,100.0,7,76.15714285714286,1,4,33.33333333333333,18.22222222222222,97,13.857142857142858
Chris Greaves,25,32,41,2,0,78.12,7,76.15714285714286,2,8,32.0,18.22222222222222,97,13.857142857142858
Chris Greaves,4,12,21,0,0,33.33,7,76.15714285714286,0,0,0.0,18.22222222222222,97,13.857142857142858
Chris Greaves,2,3,7,0,0,66.66,7,76.15714285714286,0,0,0.0,18.22222222222222,97,13.857142857142858
Chris Jordan,0,1,3,0,0,0.0,1,0.0,0,0,,,0,0.0
Chris Woakes,7,3,8,0,1,233.33,1,233.33,1,6,85.71428571428571,85.71428571428571,7,7.0
Colin Ackermann,11,9,11,1,1,122.22,3,100.11333333333334,2,10,90.9090909090909,51.94805194805195,57,19.0
Colin Ackermann,35,32,46,1,1,109.37,3,100.11333333333334,2,10,28.57142857142857,51.94805194805195,57,19.0
Colin Ackermann,11,16,23,1,0,68.75,3,100.11333333333334,1,4,36.36363636363637,51.94805194805195,57,19.0
Craig Wallace,4,13,22,0,0,30.76,1,30.76,0,0,0.0,0.0,4,4.0
Craig Williams,23,29,59,0,1,79.31,8,59.95625,1,6,26.08695652173913,41.47165053836718,119,14.875
Craig Williams,0,2,3,0,0,0.0,8,59.95625,0,0,,41.47165053836718,119,14.875
Craig Williams,15,16,24,3,0,93.75,8,59.95625,3,12,80.0,41.47165053836718,119,14.875
Craig Williams,1,3,4,0,0,33.33,8,59.95625,0,0,0.0,41.47165053836718,119,14.875
Craig Williams,11,13,11,1,0,84.61,8,59.95625,1,4,36.36363636363637,41.47165053836718,119,14.875
Craig Williams,40,37,63,5,1,108.1,8,59.95625,6,26,65.0,41.47165053836718,119,14.875
Craig Williams,0,4,5,0,0,0.0,8,59.95625,0,0,,41.47165053836718,119,14.875
Craig Williams,29,36,56,0,2,80.55,8,59.95625,2,12,41.37931034482759,41.47165053836718,119,14.875
Craig Young,1,6,8,0,0,16.66,2,58.33,0,0,0.0,0.0,2,1.0
Craig Young,1,1,3,0,0,100.0,2,58.33,0,0,0.0,0.0,2,1.0
Curtis Campher,24,28,36,2,0,85.71,3,88.57,2,8,33.33333333333333,30.158730158730155,35,11.666666666666666
Curtis Campher,4,5,14,0,0,80.0,3,88.57,0,0,0.0,30.158730158730155,35,11.666666666666666
Curtis Campher,7,7,10,1,0,100.0,3,88.57,1,4,57.14285714285714,30.158730158730155,35,11.666666666666666
Damien Ravu,1,4,9,0,0,25.0,2,62.5,0,0,0.0,40.0,6,3.0
Damien Ravu,5,5,10,1,0,100.0,2,62.5,1,4,80.0,40.0,6,3.0
Daryl Mitchell,13,11,21,1,0,118.18,7,136.02714285714288,1,4,30.76923076923077,54.60153624050762,208,29.714285714285715
Daryl Mitchell,49,35,57,4,3,140.0,7,136.02714285714288,7,34,69.38775510204081,54.60153624050762,208,29.714285714285715
Daryl Mitchell,72,47,102,4,4,153.19,7,136.02714285714288,8,40,55.55555555555556,54.60153624050762,208,29.714285714285715
Daryl Mitchell,11,8,18,0,1,137.5,7,136.02714285714288,1,6,54.54545454545454,54.60153624050762,208,29.714285714285715
Daryl Mitchell,27,20,38,1,2,135.0,7,136.02714285714288,3,16,59.25925925925925,54.60153624050762,208,29.714285714285715
Daryl Mitchell,17,12,13,3,0,141.66,7,136.02714285714288,3,12,70.58823529411765,54.60153624050762,208,29.714285714285715
Daryl Mitchell,19,15,29,2,0,126.66,7,136.02714285714288,2,8,42.10526315789473,54.60153624050762,208,29.714285714285715
Dasun Shanaka (c),11,12,15,2,0,91.66,6,121.38,2,8,72.72727272727273,47.095571095571096,96,16.0
Dasun Shanaka (c),1,1,2,0,0,100.0,6,121.38,0,0,0.0,47.095571095571096,96,16.0
Dasun Shanaka (c),12,19,26,1,0,63.15,6,121.38,1,4,33.33333333333333,47.095571095571096,96,16.0
Dasun Shanaka (c),25,14,27,2,1,178.57,6,121.38,3,14,56.00000000000001,47.095571095571096,96,16.0
Dasun Shanaka (c),21,11,18,2,1,190.9,6,121.38,3,14,66.66666666666666,47.095571095571096,96,16.0
Dasun Shanaka (c),26,25,55,2,1,104.0,6,121.38,3,14,53.84615384615385,47.095571095571096,96,16.0
David Miller,5,2,3,1,0,250.0,3,171.9333333333333,1,4,80.0,44.05797101449275,44,14.666666666666666
David Miller,16,18,27,0,0,88.88,3,171.9333333333333,0,0,0.0,44.05797101449275,44,14.666666666666666
David Miller,23,13,30,0,2,176.92,3,171.9333333333333,2,12,52.17391304347826,44.05797101449275,44,14.666666666666666
David Warner,53,38,57,4,3,139.47,7,126.91142857142857,7,34,64.15094339622641,58.10151106409104,289,41.285714285714285
David Warner,89,56,89,9,4,158.92,7,126.91142857142857,13,60,67.41573033707866,58.10151106409104,289,41.285714285714285
David Warner,49,30,57,3,3,163.33,7,126.91142857142857,6,30,61.224489795918366,58.10151106409104,289,41.285714285714285
David Warner,14,15,9,3,0,93.33,7,126.91142857142857,3,12,85.71428571428571,58.10151106409104,289,41.285714285714285
David Warner,65,42,69,10,0,154.76,7,126.91142857142857,10,40,61.53846153846154,58.10151106409104,289,41.285714285714285
David Warner,18,14,33,3,0,128.57,7,126.91142857142857,3,12,66.66666666666666,58.10151106409104,289,41.285714285714285
David Warner,1,2,7,0,0,50.0,7,126.91142857142857,0,0,0.0,58.10151106409104,289,41.285714285714285
David Wiese,16,17,22,1,1,94.11,8,123.5575,2,10,62.5,43.02403023333256,227,28.375
David Wiese,26,25,39,2,0,104.0,8,123.5575,2,8,30.76923076923077,43.02403023333256,227,28.375
David Wiese,6,7,12,0,0,85.71,8,123.5575,0,0,0.0,43.02403023333256,227,28.375
David Wiese,28,14,26,1,2,200.0,8,123.5575,3,16,57.14285714285714,43.02403023333256,227,28.375
David Wiese,26,30,46,2,0,86.66,8,123.5575,2,8,30.76923076923077,43.02403023333256,227,28.375
David Wiese,16,14,30,0,1,114.28,8,123.5575,1,6,37.5,43.02403023333256,227,28.375
David Wiese,66,40,51,4,5,165.0,8,123.5575,9,46,69.6969696969697,43.02403023333256,227,28.375
David Wiese,43,31,41,3,2,138.7,8,123.5575,5,24,55.81395348837209,43.02403023333256,227,28.375
Dawid Malan,28,25,46,3,0,112.0,5,110.11600000000001,3,12,42.857142857142854,53.54556013092598,116,23.2
Dawid Malan,41,30,48,4,1,136.66,5,110.11600000000001,5,22,53.65853658536586,53.54556013092598,116,23.2
Dawid Malan,6,8,18,1,0,75.0,5,110.11600000000001,1,4,66.66666666666666,53.54556013092598,116,23.2
Dawid Malan,8,8,14,1,0,100.0,5,110.11600000000001,1,4,50.0,53.54556013092598,116,23.2
Dawid Malan,33,26,50,3,1,126.92,5,110.11600000000001,4,18,54.54545454545454,53.54556013092598,116,23.2
Devon Conway,27,24,40,3,0,112.5,1,112.5,3,12,44.44444444444444,44.44444444444444,27,27.0
Devon Conway †,46,38,53,5,1,121.05,5,82.264,6,26,56.52173913043478,24.89911906791702,102,20.4
Devon Conway †,2,4,10,0,0,50.0,5,82.264,0,0,0.0,24.89911906791702,102,20.4
Devon Conway †,36,32,42,4,0,112.5,5,82.264,4,16,44.44444444444444,24.89911906791702,102,20.4
Devon Conway †,1,3,11,0,0,33.33,5,82.264,0,0,0.0,24.89911906791702,102,20.4
Devon Conway †,17,18,36,1,0,94.44,5,82.264,1,4,23.52941176470588,24.89911906791702,102,20.4
Dinesh Chandimal,6,6,6,1,0,100.0,2,70.83,1,4,66.66666666666666,33.33333333333333,11,5.5
Dinesh Chandimal,5,12,17,0,0,41.66,2,70.83,0,0,0.0,33.33333333333333,11,5.5
Dushmantha Chameera,3,4,10,0,0,75.0,3,91.66666666666667,0,0,0.0,33.333333333333336,8,2.6666666666666665
Dushmantha Chameera,4,4,7,1,0,100.0,3,91.66666666666667,1,4,100.0,33.333333333333336,8,2.6666666666666665
Dushmantha Chameera,1,1,3,0,0,100.0,3,91.66666666666667,0,0,0.0,33.333333333333336,8,2.6666666666666665
Dwaine Pretorius,1,2,4,0,0,50.0,2,25.0,0,0,0.0,0.0,1,0.5
Dwaine Pretorius,0,1,2,0,0,0.0,2,25.0,0,0,,0.0,1,0.5
Dwayne Bravo,5,5,13,1,0,100.0,5,88.664,1,4,80.0,38.0,26,5.2
Dwayne Bravo,8,5,12,1,0,160.0,5,88.664,1,4,50.0,38.0,26,5.2
Dwayne Bravo,2,3,7,0,0,66.66,5,88.664,0,0,0.0,38.0,26,5.2
Dwayne Bravo,1,3,7,0,0,33.33,5,88.664,0,0,0.0,38.0,26,5.2
Dwayne Bravo,10,12,26,0,1,83.33,5,88.664,1,6,60.0,38.0,26,5.2
Dylan Budge,0,2,3,0,0,0.0,1,0.0,0,0,,,0,0.0
Eoin Morgan (c),7,7,10,1,0,100.0,4,138.1925,1,4,57.14285714285714,45.6827731092437,68,17.0
Eoin Morgan (c),4,2,5,0,0,200.0,4,138.1925,0,0,0.0,45.6827731092437,68,17.0
Eoin Morgan (c),40,36,67,1,3,111.11,4,138.1925,4,22,55.00000000000001,45.6827731092437,68,17.0
Eoin Morgan (c),17,12,20,3,0,141.66,4,138.1925,3,12,70.58823529411765,45.6827731092437,68,17.0
Evin Lewis,6,9,18,1,0,66.66,5,118.304,1,4,66.66666666666666,84.26929392446634,105,21.0
Evin Lewis,29,26,49,5,0,111.53,5,118.304,5,20,68.96551724137932,84.26929392446634,105,21.0
Evin Lewis,8,6,12,2,0,133.33,5,118.304,2,8,100.0,84.26929392446634,105,21.0
Evin Lewis,6,5,8,0,1,120.0,5,118.304,1,6,100.0,84.26929392446634,105,21.0
Evin Lewis,56,35,47,3,6,160.0,5,118.304,9,48,85.71428571428571,84.26929392446634,105,21.0
Fakhar Zaman,11,17,18,0,1,64.7,5,103.62,1,6,54.54545454545454,33.33333333333333,109,21.8
Fakhar Zaman,5,5,8,0,0,100.0,5,103.62,0,0,0.0,33.33333333333333,109,21.8
Fakhar Zaman,8,13,16,0,0,61.53,5,103.62,0,0,0.0,33.33333333333333,109,21.8
Fakhar Zaman,30,25,47,2,1,120.0,5,103.62,3,14,46.666666666666664,33.33333333333333,109,21.8
Fakhar Zaman,55,32,57,3,4,171.87,5,103.62,7,36,65.45454545454545,33.33333333333333,109,21.8
Fayyaz Butt,0,2,2,0,0,0.0,2,58.33,0,0,,57.14285714285714,7,3.5
Fayyaz Butt,7,6,13,1,0,116.66,2,58.33,1,4,57.14285714285714,57.14285714285714,7,3.5
Fred Klaassen,1,6,19,0,0,16.66,2,8.33,0,0,0.0,0.0,1,0.5
Fred Klaassen,0,0,4,0,0,0.0,2,8.33,0,0,,0.0,1,0.5
Gareth Delany,44,29,35,5,2,151.72,3,83.90666666666667,7,32,72.72727272727273,24.242424242424246,55,18.333333333333332
Gareth Delany,2,4,10,0,0,50.0,3,83.90666666666667,0,0,0.0,24.242424242424246,55,18.333333333333332
Gareth Delany,9,18,23,0,0,50.0,3,83.90666666666667,0,0,0.0,24.242424242424246,55,18.333333333333332
George Munsey,25,18,33,2,2,138.88,8,102.9475,4,20,80.0,74.3454685949615,152,19.0
George Munsey,22,18,39,1,2,122.22,8,102.9475,3,16,72.72727272727273,74.3454685949615,152,19.0
George Munsey,17,31,45,2,0,54.83,8,102.9475,2,8,47.05882352941176,74.3454685949615,152,19.0
George Munsey,20,19,26,4,0,105.26,8,102.9475,4,16,80.0,74.3454685949615,152,19.0
George Munsey,24,19,24,4,1,126.31,8,102.9475,5,22,91.66666666666666,74.3454685949615,152,19.0
George Munsey,0,1,2,0,0,0.0,8,102.9475,0,0,,74.3454685949615,152,19.0
George Munsey,15,10,20,3,0,150.0,8,102.9475,3,12,80.0,74.3454685949615,152,19.0
George Munsey,29,23,47,2,2,126.08,8,102.9475,4,20,68.96551724137932,74.3454685949615,152,19.0
Gerhard Erasmus (c),12,20,29,1,0,60.0,8,99.53,1,4,33.33333333333333,34.50569968553459,151,18.875
Gerhard Erasmus (c),20,19,33,2,0,105.26,8,99.53,2,8,40.0,34.50569968553459,151,18.875
Gerhard Erasmus (c),15,10,21,1,1,150.0,8,99.53,2,10,66.66666666666666,34.50569968553459,151,18.875
Gerhard Erasmus (c),3,4,11,0,0,75.0,8,99.53,0,0,0.0,34.50569968553459,151,18.875
Gerhard Erasmus (c),12,14,41,1,0,85.71,8,99.53,1,4,33.33333333333333,34.50569968553459,151,18.875
Gerhard Erasmus (c),4,6,8,0,0,66.66,8,99.53,0,0,0.0,34.50569968553459,151,18.875
Gerhard Erasmus (c),32,22,44,4,1,145.45,8,99.53,5,22,68.75,34.50569968553459,151,18.875
Gerhard Erasmus (c),53,49,68,3,1,108.16,8,99.53,4,18,33.9622641509434,34.50569968553459,151,18.875
Glenn Maxwell,6,9,9,0,0,66.66,7,65.89285714285714,0,0,0.0,36.15873015873016,64,9.142857142857142
Glenn Maxwell,5,6,7,1,0,83.33,7,65.89285714285714,1,4,80.0,36.15873015873016,64,9.142857142857142
Glenn Maxwell,0,0,3,0,0,0.0,7,65.89285714285714,0,0,,36.15873015873016,64,9.142857142857142
Glenn Maxwell,7,10,22,0,0,70.0,7,65.89285714285714,0,0,0.0,36.15873015873016,64,9.142857142857142
Glenn Maxwell,0,0,3,0,0,0.0,7,65.89285714285714,0,0,,36.15873015873016,64,9.142857142857142
Glenn Maxwell,18,21,35,1,0,85.71,7,65.89285714285714,1,4,22.22222222222222,36.15873015873016,64,9.142857142857142
Glenn Maxwell,28,18,33,4,1,155.55,7,65.89285714285714,5,22,78.57142857142857,36.15873015873016,64,9.142857142857142
Glenn Phillips,33,37,55,0,1,89.18,5,103.48600000000002,1,6,18.181818181818183,32.183372183372185,105,21.0
Glenn Phillips,2,4,11,0,0,50.0,5,103.48600000000002,0,0,0.0,32.183372183372185,105,21.0
Glenn Phillips,13,15,25,1,0,86.66,5,103.48600000000002,1,4,30.76923076923077,32.183372183372185,105,21.0
Glenn Phillips,18,17,32,1,1,105.88,5,103.48600000000002,2,10,55.55555555555556,32.183372183372185,105,21.0
Glenn Phillips,39,21,41,1,3,185.71,5,103.48600000000002,4,22,56.41025641025641,32.183372183372185,105,21.0
Gulbadin Naib,35,25,42,4,1,140.0,4,103.3325,5,22,62.857142857142854,39.047619047619044,69,17.25
Gulbadin Naib,1,1,5,0,0,100.0,4,103.3325,0,0,0.0,39.047619047619044,69,17.25
Gulbadin Naib,15,18,31,1,0,83.33,4,103.3325,1,4,26.666666666666668,39.047619047619044,69,17.25
Gulbadin Naib,18,20,28,3,0,90.0,4,103.3325,3,12,66.66666666666666,39.047619047619044,69,17.25
Hardik Pandya,23,24,39,1,0,95.83,3,167.52,1,4,17.391304347826086,56.70619235836627,69,23.0
Hardik Pandya,35,13,19,4,2,269.23,3,167.52,6,28,80.0,56.70619235836627,69,23.0
Hardik Pandya,11,8,10,2,0,137.5,3,167.52,2,8,72.72727272727273,56.70619235836627,69,23.0
Harry Tector,3,6,7,0,0,50.0,2,91.665,0,0,0.0,25.0,11,5.5
Harry Tector,8,6,8,1,0,133.33,2,91.665,1,4,50.0,25.0,11,5.5
Hayden Walsh,0,1,2,0,0,0.0,1,0.0,0,0,,,0,0.0
Hazratullah Zazai,2,4,16,0,0,50.0,5,81.10799999999999,0,0,0.0,57.48834498834499,92,18.4
Hazratullah Zazai,0,5,10,0,0,0.0,5,81.10799999999999,0,0,,57.48834498834499,92,18.4
