batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average
Max O'Dowd,3,100.05666666666667,32.58636788048553,123,41.0
Michael Leask,7,124.70857142857143,65.10822510822511,130,18.571428571428573
Michael van Lingen,5,121.16600000000001,62.426551226551226,72,14.4
Mitchell Marsh,5,166.31799999999998,62.172874295515804,185,37.0
Mitchell Santner,3,95.55333333333333,22.222222222222218,9,3.0
Mitchell Starc,1,216.66,76.92307692307693,13,13.0
Moeen Ali,4,99.965,27.98092209856916,92,23.0
Mohammad Hafeez,5,149.296,45.60263929618768,85,17.0
Mohammad Nabi (c),5,150.394,50.22402597402597,127,25.4
Mohammad Nadeem,2,117.85,59.714285714285715,39,19.5
Mohammad Naim,7,85.16857142857144,42.84186344788812,174,24.857142857142858
Mohammad Rizwan †,6,114.41000000000001,54.73133946683919,281,46.833333333333336
Mohammad Saifuddin,3,188.88666666666668,82.10526315789474,24,8.0
Mohammad Shahzad †,5,81.652,66.74242424242425,79,15.8
Mohammed Shami,2,0.0,,0,0.0
Mujeeb Ur Rahman,1,0.0,,0,0.0
Mushfiqur Rahim,8,91.63,36.61308443522599,144,18.0
Mustafizur Rahman,3,37.03333333333333,0.0,6,2.0
Najibullah Zadran,5,115.72,63.08950394857059,172,34.4
Naseem Khushi,1,50.0,0.0,2,2.0
Naseem Khushi †,1,66.66,0.0,4,4.0
Nasum Ahmed,2,105.555,84.21052631578947,19,9.5
Neil Rock †,2,66.66499999999999,0.0,6,3.0
Nicholas Pooran †,5,119.926,60.3768115942029,103,20.6
Norman Vanua,3,59.00666666666666,21.27659574468085,48,16.0
Nosaina Pokana,2,75.0,0.0,6,3.0
Nurul Hasan †,4,57.635,0.0,21,5.25
Obed McCoy,1,0.0,,0,0.0
Pat Cummins,1,400.0,100.0,12,12.0
Pathum Nissanka,8,94.21,35.076981612317056,221,27.625
Paul Stirling,3,111.75,52.9657477025898,75,25.0
Paul van Meekeren,1,0.0,,0,0.0
Pieter Seelaar (c),2,56.205,19.047619047619047,23,11.5
Pikky Ya France,3,36.666666666666664,0.0,4,1.3333333333333333
Quinton de Kock †,4,102.72749999999999,61.46708683473389,69,17.25
Rahmanullah Gurbaz,5,114.76599999999999,54.349351639969484,85,17.0
Rashid Khan,2,21.425,0.0,3,1.5
Rassie van der Dussen,5,106.91199999999999,24.76901623858576,177,35.4
Ravi Rampaul,1,37.5,0.0,3,3.0
Ravindra Jadeja,2,118.42,42.30769230769231,39,19.5
Reeza Hendricks,4,81.66499999999999,48.193473193473196,56,14.0
Richie Berrington,7,84.86285714285714,44.34169653524492,177,25.285714285714285
Richie Berrington (c),1,0.0,,0,0.0
Rishabh Pant †,3,133.61333333333332,44.25451092117758,78,26.0
Roelof van der Merwe,3,50.0,66.66666666666666,6,2.0
Rohit Sharma,5,119.258,74.27284427284428,174,34.8
Roston Chase,3,65.76,54.7008547008547,48,16.0
Ruben Trumpelmann,4,133.32999999999998,52.56410256410256,32,8.0
Ryan ten Doeschate,1,0.0,,0,0.0
Safyaan Sharif,3,158.33333333333334,37.5,11,3.6666666666666665
Sandeep Goud,2,56.25,0.0,9,4.5
Scott Edwards †,3,84.14333333333333,58.33333333333333,29,9.666666666666666
Sese Bau,3,79.22333333333334,34.401709401709404,44,14.666666666666666
Shadab Khan,1,0.0,,0,0.0
Shakib Al Hasan,6,102.59166666666665,40.11962272831838,131,21.833333333333332
Shamim Hossain,2,80.275,26.31578947368421,30,15.0
Sharafuddin Ashraf,1,66.66,0.0,2,2.0
Shardul Thakur,1,0.0,,0,0.0
Shimron Hetmyer,5,104.998,46.419753086419746,127,25.4
Shoaib Malik,4,151.665,45.13795171689908,100,25.0
Shoriful Islam,2,0.0,,0,0.0
Simi Singh,2,90.275,0.0,10,5.0
Simon Atai,3,42.22,0.0,5,1.6666666666666667
Soumya Sarkar,4,73.315,69.01960784313725,27,6.75
Stephan Baard,5,90.816,48.09955924293492,97,19.4
Stephan Myburgh,2,103.125,63.529411764705884,22,11.0
Steven Smith,4,78.49,32.14285714285714,69,17.25
Suraj Kumar †,1,57.14,0.0,4,4.0
Suryakumar Yadav,3,189.68999999999997,84.96969696969697,42,14.0
Tabraiz Shamsi,1,0.0,,0,0.0
Taskin Ahmed,3,49.29,0.0,10,3.3333333333333335
Temba Bavuma (c),4,112.19749999999999,36.61757830762038,91,22.75
Tim Seifert †,2,116.665,50.0,16,8.0
Tony Ura,2,33.33,0.0,2,1.0
Virat Kohli (c),3,89.75333333333333,15.204678362573098,68,22.666666666666668
Wanindu Hasaranga,5,142.592,56.87931510632423,119,23.8
Zane Green †,7,61.46,30.764895330112722,80,11.428571428571429
Zeeshan Maqsood (c),2,94.16499999999999,51.470588235294116,46,23.0
