batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average
Kiplin Doriga †,4,91.4475,51.01851851851852,71,17.75
Kusal Mendis †,3,115.64999999999999,48.176964149504194,75,25.0
Kushal Bhurtel,2,65.95,67.03296703296704,20,10.0
Kushal Malla,2,66.66499999999999,22.22222222222222,10,5.0
Kyle Mayers,1,102.94,68.57142857142857,35,35.0
Lega Siaka,3,40.193333333333335,16.666666666666664,13,4.333333333333333
Liam Livingstone,4,178.215,51.25874125874126,72,18.0
Litton Das †,6,86.36000000000001,43.067426400759736,129,21.5
Lockie Ferguson,2,20.0,0.0,2,1.0
Logan van Beek,3,57.06666666666666,26.08695652173913,25,8.333333333333334
Lorcan Tucker †,3,81.19333333333333,26.666666666666668,22,7.333333333333333
Mahedi Hasan,2,62.5,80.0,5,2.5
Maheesh Theekshana,2,21.875,57.14285714285714,7,3.5
Mahmudullah,6,89.36,42.48931623931624,82,13.666666666666666
Malan Kruger,2,62.5,0.0,3,1.5
Marco Jansen,6,64.16666666666667,9.523809523809522,32,5.333333333333333
Marcus Stoinis,5,136.144,50.01157540494753,169,33.8
Mark Adair,3,123.53333333333335,35.42483660130719,52,17.333333333333332
Mark Chapman,1,57.14,0.0,4,4.0
Matheesha Pathirana,2,0.0,,0,0.0
Matt Henry,1,70.58,50.0,12,12.0
Matthew Cross †,3,137.04333333333332,45.18518518518518,36,12.0
Matthew Wade †,4,92.855,17.647058823529413,27,6.75
Max O'Dowd,4,89.5825,48.82154882154882,79,19.75
Mehran Khan,4,96.5625,59.313525980192644,47,11.75
Michael Bracewell,1,0.0,,0,0.0
Michael Jones,4,117.4325,57.863247863247864,89,22.25
Michael Leask,2,134.19,34.285714285714285,40,20.0
Michael Levitt,4,70.1525,53.882915173237755,50,12.5
Michael van Lingen,3,71.26333333333334,73.33333333333333,43,14.333333333333334
Milind Kumar,2,78.565,10.526315789473683,23,11.5
Mitchell Marsh (c),7,111.09571428571428,56.54532083103511,125,17.857142857142858
Mitchell Santner,2,112.5,42.857142857142854,25,12.5
Mitchell Starc,2,28.57,0.0,4,2.0
Moeen Ali,5,146.66400000000002,41.70769230769231,71,14.2
Mohammad Nabi,8,69.0075,24.642857142857142,56,7.0
Mohammad Nadeem,1,60.0,0.0,6,6.0
Mohammad Rizwan,1,112.5,66.66666666666666,9,9.0
Mohammad Rizwan †,3,92.23333333333333,35.24399412838781,101,33.666666666666664
Mohammed Siraj,1,100.0,0.0,7,7.0
Monank Patel (c)†,2,115.785,59.0,66,33.0
Mustafizur Rahman,1,0.0,,0,0.0
Najibullah Zadran,4,69.605,21.052631578947366,22,5.5
Najmul Hossain Shanto (c),6,81.15166666666666,40.21196283391405,108,18.0
Nangeyalia Kharote,2,64.285,0.0,3,1.5
Naseem Khushi,1,111.11,60.0,10,10.0
Naseem Khushi †,1,100.0,66.66666666666666,6,6.0
Naseem Shah,1,250.0,80.0,10,10.0
Naveen-ul-Haq,3,30.55333333333333,50.0,6,2.0
Navneet Dhaliwal,3,85.25666666666666,78.5063752276867,71,23.666666666666668
Nicholas Kirton,3,107.05666666666667,32.01280512204882,101,33.666666666666664
Nicholas Pooran †,7,132.4,61.10395095989334,228,32.57142857142857
Nikolaas Davin,4,96.285,48.47222222222222,64,16.0
Nitish Kumar,5,116.196,49.751322751322746,99,19.8
Noor Ahmad,3,38.88666666666666,41.66666666666667,14,4.666666666666667
Norman Vanua,3,52.56333333333333,35.714285714285715,19,6.333333333333333
Nosthush Kenjige,2,16.665,0.0,1,0.5
Nuwan Thushara,2,0.0,,0,0.0
Pargat Singh,3,77.77333333333333,14.814814814814815,25,8.333333333333334
Pat Cummins,3,63.48999999999999,27.27272727272727,14,4.666666666666667
Pathum Nissanka,3,68.45,36.17021276595745,50,16.666666666666668
Paul Stirling (c),3,45.423333333333325,14.814814814814815,12,4.0
Paul van Meekeren,2,68.75,0.0,4,2.0
Phil Salt,7,171.78571428571428,62.56838656838657,188,26.857142857142858
Pratik Athavale †,3,100.55333333333333,69.62962962962962,59,19.666666666666668
Quinton de Kock †,9,116.04111111111109,66.90199815199816,243,27.0
Rachin Ravindra,3,77.15333333333334,0.0,17,5.666666666666667
Rafiullah,1,0.0,,0,0.0
Rahmanullah Gurbaz †,8,100.87375,67.57948209141598,281,35.125
Rashid Khan (c),7,120.99428571428572,48.45446950710108,57,8.142857142857142
Ravinderpal Singh,1,0.0,,0,0.0
Ravindra Jadeja,5,121.776,42.71708683473389,35,7.0
Reece Topley,1,100.0,0.0,3,3.0
Reeza Hendricks,9,76.63888888888889,56.876023988673296,113,12.555555555555555
Riazat Ali Shah,4,36.0375,3.0303030303030303,49,12.25
Richie Berrington (c),3,151.82333333333335,52.52383550255891,102,34.0
Rishabh Pant †,8,108.69375,57.68707482993197,171,21.375
Rishad Hossain,5,64.666,30.555555555555554,27,5.4
Robinson Obuya,4,45.25,36.507936507936506,21,5.25
Roger Mukasa,3,0.0,,0,0.0
Rohit Paudel (c),2,47.295,57.14285714285714,35,17.5
Rohit Sharma (c),8,140.00375,63.15300514385183,257,32.125
Romario Shepherd,3,90.47333333333334,42.05128205128205,23,7.666666666666667
Ronak Patel,2,105.0,50.0,6,3.0
Roston Chase,3,93.11666666666667,56.41025641025641,94,31.333333333333332
Rovman Powell (c),6,115.0,40.280564845782244,102,17.0
Ruben Trumpelmann,2,75.0,42.857142857142854,8,4.0
Saad Bin Zafar (c),2,73.805,20.0,11,5.5
Sadeera Samarawickrama,1,0.0,,0,0.0
Sagar Dhakal,1,0.0,,0,0.0
Saim Ayub,2,75.0,41.17647058823529,23,11.5
Sam Curran,2,96.425,20.0,12,6.0
Saurabh Netravalkar,2,0.0,,0,0.0
Scott Edwards (c)†,4,102.865,38.29032258064516,71,17.75
Semo Kamea,2,83.33,0.0,3,1.5
Sese Bau,4,54.065,57.77777777777777,67,16.75
Shadab Khan,3,72.38,27.500000000000004,44,14.666666666666666
Shadley van Schalkwyk,3,71.96,51.515151515151516,29,9.666666666666666
Shaheen Shah Afridi,3,134.58333333333334,80.93645484949832,36,12.0
Shai Hope,3,119.10000000000001,63.02439024390244,107,35.666666666666664
Shakeel Ahmed,3,127.40666666666668,36.36363636363637,25,8.333333333333334
Shakib Al Hasan,6,84.735,29.43181818181818,94,15.666666666666666
Shayan Jahangir,2,16.665,0.0,3,1.5
Sherfane Rutherford,6,104.51333333333332,37.09702062643239,121,20.166666666666668
Shivam Dube,8,87.80375,43.64431794223066,133,16.625
Shoaib Khan,2,23.91,36.36363636363637,11,5.5
Shreyas Movva †,3,108.33,31.644144144144146,71,23.666666666666668
Simon Ssesazi †,4,66.665,66.66666666666667,9,2.25
Sompal Kami,2,100.0,75.0,8,4.0
Soumya Sarkar,2,50.0,40.0,10,5.0
Steven Taylor,6,74.54833333333333,48.33333333333333,74,12.333333333333334
Suryakumar Yadav,8,141.015,50.72934915927755,199,24.875
Sybrand Engelbrecht,4,112.15,43.16558441558441,98,24.5
Tangeni Lungameni,1,0.0,,0,0.0
Tanzid Hasan,6,63.025000000000006,54.586754241926656,76,12.666666666666666
Tanzim Hasan Sakib,4,72.08250000000001,0.0,9,2.25
Taskin Ahmed,4,76.9825,10.256410256410257,16,4.0
Teja Nidamanuru,1,0.0,,0,0.0
Tim David,5,144.05599999999998,53.686868686868685,61,12.2
Tim Pringle,3,20.0,0.0,3,1.0
Tim Southee,1,0.0,,0,0.0
Tony Ura,4,46.11,9.090909090909092,16,4.0
Towhid Hridoy,6,122.31333333333333,38.53281853281853,144,24.0
Travis Head,7,138.85714285714286,76.38791792891463,255,36.42857142857143
Trent Boult,2,108.925,42.857142857142854,10,5.0
Tristan Stubbs,8,96.8375,38.389306487193025,165,20.625
Usman Khan,4,113.33,7.6923076923076925,20,5.0
Vikramjit Singh,4,95.4125,43.82284382284382,67,16.75
Virat Kohli,8,76.785,49.74909119645961,151,18.875
Vivian Kingma,1,100.0,0.0,1,1.0
Wanindu Hasaranga (c),3,111.11,80.0,20,6.666666666666667
Will Jacks,2,85.71000000000001,60.0,15,7.5
Zane Green †,3,42.9,17.857142857142858,29,9.666666666666666
Zeeshan Maqsood,4,54.82,18.181818181818183,27,6.75
