batsmanName,inning_batted,Average_SR,Average_Boundary_Percentage,total_runs,batting_average
Fabian Allen,1,114.28,50.0,8,8.0
Faf du Plessis (c),16,102.229375,60.25332938592549,468,29.25
Fazalhaq Farooqi,1,25.0,0.0,2,2.0
Glenn Maxwell,13,168.69615384615386,67.06619467489033,301,23.153846153846153
Hardik Pandya (c),15,120.84933333333333,47.74820846089094,487,32.46666666666667
Harpreet Brar,3,89.25666666666666,52.38095238095238,22,7.333333333333333
Harshal Patel,8,90.19,49.06565656565656,43,5.375
Harshit Rana,2,100.0,0.0,2,1.0
Hrithik Shokeen,3,59.419999999999995,46.22222222222222,43,14.333333333333334
Ishan Kishan †,14,101.58071428571428,49.9271557212909,418,29.857142857142858
Jagadeesha Suchith,2,14.285,0.0,2,1.0
James Neesham,2,114.995,40.33613445378151,31,15.5
Jason Holder,8,133.00875,56.69330669330669,58,7.25
Jasprit Bumrah,6,0.0,,0,0.0
Jaydev Unadkat,5,161.74200000000002,46.68016194331984,59,11.8
Jitesh Sharma,1,209.09,69.56521739130434,23,23.0
Jitesh Sharma †,9,162.39,64.77556718784788,211,23.444444444444443
Jonny Bairstow,10,136.331,63.931943660204524,245,24.5
Jonny Bairstow †,1,100.0,100.0,8,8.0
Jos Buttler,17,128.74411764705883,60.39675990768772,863,50.76470588235294
Josh Hazlewood,5,70.454,14.285714285714285,18,3.6
KL Rahul (c),15,95.08666666666666,57.2731296741085,616,41.06666666666667
Kagiso Rabada,8,91.19749999999999,36.888888888888886,48,6.0
Kane Williamson (c),13,73.78999999999999,49.998018508759735,216,16.615384615384617
Karan Sharma,1,100.0,100.0,4,4.0
Kartik Tyagi,2,70.0,57.14285714285714,7,3.5
Karun Nair,2,80.0,15.384615384615385,16,8.0
Khaleel Ahmed,2,0.0,,0,0.0
Kieron Pollard,11,117.76545454545455,41.064388243335614,144,13.090909090909092
Krishnappa Gowtham,1,0.0,,0,0.0
Krunal Pandya,13,115.01384615384616,39.757120072909544,183,14.076923076923077
Kuldeep Sen,1,0.0,,0,0.0
Kuldeep Yadav,7,96.03714285714285,30.892857142857142,48,6.857142857142857
Kumar Kartikeya,1,60.0,0.0,3,3.0
Lalit Yadav,8,88.655,33.28992628992629,161,20.125
Liam Livingstone,14,167.06071428571428,57.45610257089849,437,31.214285714285715
Lockie Ferguson,3,55.553333333333335,80.0,5,1.6666666666666667
M Shahrukh Khan,8,119.36125,51.69847696163486,117,14.625
MS Dhoni (c)†,6,119.23,40.4049654049654,100,16.666666666666668
MS Dhoni †,7,127.96428571428571,57.766218081435476,132,18.857142857142858
Maheesh Theekshana,2,87.5,85.71428571428571,7,3.5
Mahipal Lomror,5,158.22,60.357142857142854,86,17.2
Manan Vohra,1,172.72,84.21052631578947,19,19.0
Mandeep Singh,3,37.5,88.88888888888889,18,6.0
Manish Pandey,6,103.22666666666667,52.445507708665595,88,14.666666666666666
Marco Jansen,3,70.0,37.5,9,3.0
Marcus Stoinis,10,118.47,51.76274928424911,156,15.6
Matthew Wade,5,119.18199999999999,70.21428571428571,89,17.8
Matthew Wade †,5,107.83,56.63157894736842,68,13.6
Mayank Agarwal (c),12,101.93916666666667,56.30300985564143,196,16.333333333333332
Mitchell Marsh,8,121.46,59.7501025623016,251,31.375
Mitchell Santner,4,83.055,29.292929292929294,22,5.5
Moeen Ali,10,100.465,51.26551158097648,244,24.4
Mohammed Siraj,5,69.3,52.53968253968254,30,6.0
Mohsin Khan,3,126.18666666666665,40.45584045584046,23,7.666666666666667
Mukesh Choudhary,2,100.0,50.0,6,3.0
Murugan Ashwin,5,75.0,83.33333333333333,12,2.4
Mustafizur Rahman,1,60.0,0.0,3,3.0
Narayan Jagadeesan,2,71.59,23.076923076923077,40,20.0
Nathan Coulter-Nile,1,50.0,0.0,1,1.0
Nathan Ellis,1,0.0,,0,0.0
Navdeep Saini,1,100.0,0.0,2,2.0
Nicholas Pooran †,13,124.69769230769231,43.8380165308908,306,23.53846153846154
Nitish Rana,14,126.02285714285713,60.853644937535336,361,25.785714285714285
Obed McCoy,1,160.0,75.0,8,8.0
Odean Smith,6,102.835,40.16410256410256,51,8.5
Pat Cummins,5,121.332,64.28571428571429,63,12.6
Prabhsimran Singh,1,127.27,57.14285714285714,14,14.0
Pradeep Sangwan,1,40.0,0.0,2,2.0
Prasidh Krishna,3,32.38,0.0,6,2.0
Prerak Mankad,1,400.0,100.0,4,4.0
Prithvi Shaw,10,129.731,69.42606005971062,283,28.3
Priyam Garg,2,109.33500000000001,33.33333333333333,46,23.0
Quinton de Kock †,15,124.06,56.9313780699383,508,33.86666666666667
Rahul Chahar,8,88.9125,64.38383838383838,77,9.625
Rahul Tewatia,12,152.97833333333332,47.883969275898146,217,18.083333333333332
Rahul Tripathi,14,138.48285714285714,66.8606442014915,413,29.5
Rajat Patidar,7,142.5857142857143,57.92959093451704,333,47.57142857142857
Raj Bawa,2,42.305,36.36363636363637,11,5.5
Ramandeep Singh,4,143.7475,33.24175824175824,45,11.25
Rashid Khan,7,99.78142857142858,53.87662705149972,51,7.285714285714286
Rashid Khan (c),1,190.47,65.0,40,40.0
Rasikh Salam,1,116.66,57.14285714285714,7,7.0
Rassie van der Dussen,3,93.33333333333333,44.444444444444436,22,7.333333333333333
Ravi Bishnoi,1,0.0,,0,0.0
Ravichandran Ashwin,12,139.91083333333333,38.22408963585434,191,15.916666666666666
Ravindra Jadeja,2,80.0,0.0,4,2.0
Ravindra Jadeja (c),8,98.3925,42.783204292155695,112,14.0
Riley Meredith,1,0.0,,0,0.0
Rinku Singh,7,140.34142857142857,46.76131322094055,174,24.857142857142858
Ripal Patel,1,200.0,100.0,6,6.0
Rishabh Pant (c)†,13,161.48846153846154,62.11263354796976,340,26.153846153846153
Rishi Dhawan,4,152.385,62.857142857142854,37,9.25
Riyan Parag,14,129.18142857142857,51.5869802711908,183,13.071428571428571
Robin Uthappa,11,88.6490909090909,38.18458208458209,230,20.90909090909091
Rohit Sharma (c),14,100.48857142857142,50.91768052281164,268,19.142857142857142
Romario Shepherd,3,135.55333333333334,67.3076923076923,58,19.333333333333332
Rovman Powell,12,110.62083333333334,50.032949868597214,250,20.833333333333332
Ruturaj Gaikwad,14,87.16499999999999,45.38477682455371,368,26.285714285714285
Sai Sudharsan,5,127.8,57.40259740259741,145,29.0
Sam Billings,2,103.47999999999999,41.42857142857143,39,19.5
Sam Billings †,6,129.98333333333332,67.3474945533769,130,21.666666666666668
Sanjay Yadav,1,0.0,,0,0.0
Sanju Samson (c)†,17,148.9329411764706,69.30095743350584,458,26.941176470588236
Sarfaraz Khan,5,119.41,41.58333333333333,91,18.2
Sean Abbott,1,140.0,85.71428571428571,7,7.0
Shahbaz Ahmed,11,110.55,38.968321452180845,219,19.90909090909091
Shardul Thakur,10,122.381,33.75109103202409,120,12.0
Shashank Singh,5,174.2,61.20606060606061,69,13.8
Sheldon Jackson †,5,74.284,21.428571428571427,23,4.6
Sherfane Rutherford,2,60.0,17.857142857142858,33,16.5
Shikhar Dhawan,13,114.93615384615386,53.66809875911594,452,34.76923076923077
Shikhar Dhawan (c),1,72.72,50.0,8,8.0
Shimron Hetmyer,15,136.96,46.846603668959645,314,20.933333333333334
Shivam Dube,11,115.29727272727273,45.13283896554573,289,26.272727272727273
Shivam Mavi,3,33.333333333333336,0.0,3,1.0
Shreyas Gopal,1,128.57,88.88888888888889,9,9.0
Shreyas Iyer (c),14,128.4307142857143,59.34220183800016,401,28.642857142857142
Shubman Gill,16,105.21875,55.14899367145911,483,30.1875
Simarjeet Singh,3,88.88666666666666,0.0,7,2.3333333333333335
Srikar Bharat,2,80.0,100.0,8,4.0
Sunil Narine,10,128.333,75.83797155225727,71,7.1
Suryakumar Yadav,8,138.7375,57.96648944413137,303,37.875
Suyash Prabhudessai,5,104.71199999999999,45.96078431372549,67,13.4
Tilak Varma,14,121.29571428571428,52.21816691046289,397,28.357142857142858
Tim David,8,194.09,66.55168520737574,186,23.25
Tim Seifert,2,105.0,38.095238095238095,24,12.0
Tim Southee,5,24.0,0.0,2,0.4
Trent Boult,8,114.68,14.514896867838043,40,5.0
Tristan Stubbs,2,50.0,0.0,2,1.0
Tymal Mills,2,0.0,,0,0.0
Umesh Yadav,7,83.33285714285715,55.15873015873016,55,7.857142857142857
Umran Malik,4,40.0,0.0,4,1.0
Vaibhav Arora,4,33.332499999999996,0.0,5,1.25
Varun Chakravarthy,4,65.625,26.666666666666668,12,3.0
Venkatesh Iyer,12,94.90833333333335,44.861651496398416,182,15.166666666666666
Vijay Shankar,4,40.0575,10.256410256410257,19,4.75
Virat Kohli,16,88.031875,48.407103234424454,341,21.3125
Wanindu Hasaranga,7,82.9357142857143,56.031746031746025,38,5.428571428571429
Washington Sundar,7,127.6942857142857,24.88888888888889,101,14.428571428571429
Wriddhiman Saha †,11,100.74454545454546,62.355481657257215,317,28.818181818181817
Yash Dayal,1,0.0,,0,0.0
Yashasvi Jaiswal,10,111.95,47.9715074527569,258,25.8
Yuzvendra Chahal,2,31.25,0.0,5,2.5
